JobId,SessionId,Status,Reason,Created,Completed,Program,Name,Service,Instance,Tags,Usage (seconds)
cpdseg2mbjng00862frg,,Completed,,2024-01-08T06:33:36.415201Z,2024-01-08T06:34:15.086Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpdse60prheg008rzat0,,Completed,,2024-01-08T06:32:56.257978Z,2024-01-08T06:33:32.903Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpdse10mbjng00862fm0,,Completed,,2024-01-08T06:32:36.634729Z,2024-01-08T06:32:52.235Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpdsdmyyx18g008bgh8g,,Completed,,2024-01-08T06:31:48.197936Z,2024-01-08T06:32:31.118Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpdsdfxprheg008rzar0,,Completed,,2024-01-08T06:31:28.062797Z,2024-01-08T06:31:43.01Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpdsdb5prheg008rzap0,,Completed,,2024-01-08T06:31:08.30852Z,2024-01-08T06:31:23.374Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,2
cpdsd4wja3gg00810wag,,Completed,,2024-01-08T06:30:44.109274Z,2024-01-08T06:31:03.25Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpdsd04btqp0008fxdc0,,Completed,,2024-01-08T06:30:24.260955Z,2024-01-08T06:30:39.044Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,2
cpds7axprheg008rza1g,,Completed,,2024-01-08T06:18:19.557333Z,2024-01-08T06:30:20.138Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds75mja3gg00810vtg,,Completed,,2024-01-08T06:17:58.604593Z,2024-01-08T06:18:13.446Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds5vfbtqp0008fxcj0,,Completed,,2024-01-08T06:15:09.825714Z,2024-01-08T06:17:50.577Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds5ppprheg008rz9v0,,Completed,,2024-01-08T06:14:50.666102Z,2024-01-08T06:15:05.562Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,2
cpds5enja3gg00810vp0,,Completed,,2024-01-08T06:14:19.148606Z,2024-01-08T06:14:45.327Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds59xja3gg00810vng,,Completed,,2024-01-08T06:13:59.700785Z,2024-01-08T06:14:14.52Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,2
cpds524yx18g008bggkg,,Completed,,2024-01-08T06:13:28.810532Z,2024-01-08T06:13:55.378Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds3cxyx18g008bgge0,,Completed,,2024-01-08T06:09:55.430569Z,2024-01-08T06:13:22.704Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds2082zy6g008p2ndg,,Completed,,2024-01-08T06:06:58.106023Z,2024-01-08T06:09:51.585Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds1qeyx18g008bgg80,,Completed,,2024-01-08T06:06:21.397343Z,2024-01-08T06:06:53.126Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds1jeja3gg00810v9g,,Completed,,2024-01-08T06:06:01.626714Z,2024-01-08T06:06:16.858Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,2
cpds1a5prheg008rz9k0,,Completed,,2024-01-08T06:05:29.088146Z,2024-01-08T06:05:57.131Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds134btqp0008fxc90,,Completed,,2024-01-08T06:05:00.515284Z,2024-01-08T06:05:23.283Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds0y32zy6g008p2n80,,Completed,,2024-01-08T06:04:40.869151Z,2024-01-08T06:04:55.846Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds0pjprheg008rz9g0,,Completed,,2024-01-08T06:04:10.740466Z,2024-01-08T06:04:33.046Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds0gjmbjng00862efg,,Completed,,2024-01-08T06:03:46.828349Z,2024-01-08T06:04:05.637Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
cpds0bhmbjng00862ef0,,Completed,,2024-01-08T06:03:26.571527Z,2024-01-08T06:03:41.194Z,circuit-runner,,ibm_kyoto,ibm-q/open/main,spsa_001,3
